time,gt_x,gt_y,linear_x,linear_y,bayesian_x,bayesian_y,particle_x,particle_y,error_linear,error_bayesian,error_particle
0.582066,1.0,0.7,0.00021259226211358266,-0.0004884561516291294,0.06437693887676797,-0.13692036364381244,0.05032924027197839,-0.11958451048713913,1.2207856005576794,2.0159420041866953,2.190421906659029
0.625009,1.0,0.7,0.00025113104643497607,-0.0005701485579957399,0.05034665182107649,-0.13309306847617716,0.060608261521320546,-0.14101002285005876,1.2208091981720537,2.190634846728761,2.447554121384689
0.669163,1.0,0.7,0.00030022841226867643,-0.000673568962199764,0.10036406597057082,-0.10279163504670266,0.07265707064126913,-0.16506008728234534,1.220840499396125,2.4379048114422495,2.736393170818997
0.719166,1.0,0.7,0.0003632779035891274,-0.0008017332716157465,-0.0070096689070325,-0.16157180639151258,0.08569073624152498,-0.191897239613196,1.2208801583027753,2.773955313814424,3.0546285077910356
0.763292,1.0,0.7,0.0004359592154656495,-0.0009569010677717151,0.10104983730479059,-0.19494828529588407,0.09792038169055332,-0.21961702846705308,1.2209352745156892,3.445559895047964,3.4034662244258196
0.803126,1.0,0.7,0.0005259621031538649,-0.0011445177599362778,0.042264239181974396,-0.2579095971248756,0.11140046769760761,-0.2512057758962458,1.2210056186326457,3.9536773087506702,3.780276885483531
0.853114,1.0,0.7,0.0006302238665704706,-0.001366248597946717,0.07641901626198824,-0.2715410079125651,0.12525012753294573,-0.28384693965755653,1.2210984382309105,4.255893326836847,4.18435091576303
0.901839,1.0,0.7,0.0007531400898825456,-0.0016203739016144663,0.16511138079464627,-0.3173298364799187,0.1395142403300242,-0.3174200436012357,1.2212138442165739,4.726788314247396,4.613175046188873
0.955428,1.0,0.7,0.0008943417103533285,-0.0019137615765878356,0.13847937710905672,-0.2666788334681382,0.15606762433542906,-0.35004314387926355,1.2213616785700843,5.162145729512048,5.066666823239742
1.005486,1.0,0.7,0.0010527918193277037,-0.002244681901496799,0.19622814589056023,-0.388640616870539,0.17486399174951178,-0.38766129332192656,1.221548332689057,5.7206380295875805,5.547836316054526
1.059115,1.0,0.7,0.0012284620392171448,-0.0026173639149965956,0.21487718782251253,-0.3710156665908177,0.19416565583696738,-0.42819181196433553,1.2217841612217,6.241740316165193,6.057326322060471
1.102797,1.0,0.7,0.0014345810941068294,-0.003031097798994029,0.1917800749455842,-0.42452425424192974,0.2133640936735581,-0.46961223687268366,1.2220671209910605,6.749622304238626,6.591525341920336
1.151148,1.0,0.7,0.001653287450094015,-0.0034873704884054767,0.25463723377445174,-0.47925142201382037,0.23694185863510928,-0.5165056366840205,1.2224221638140733,7.320506760530571,7.14995204999545
1.20142,1.0,0.7,0.0018954706960497244,-0.003993542031352708,0.21140439038747566,-0.5107500888179215,0.26808615170581945,-0.5718583540666266,1.222855846417939,7.915390621985144,7.73188452973039
1.245074,1.0,0.7,0.0021493959554746964,-0.004539241053645014,0.2733294571468774,-0.5307050157257508,0.3012871153264066,-0.6285822506025016,1.2233839394626072,8.560239668486947,8.338377418841501
1.297599,1.0,0.7,0.0024275840746741184,-0.005131226990196052,0.2828927522108507,-0.5794295280799601,0.33320361506301105,-0.6825439419822396,1.2240128050446404,9.209062203804693,8.971144936750095
